15,3
65.268,-13.576,980.9
66.45,-15.95,980.0
65.6333,-16.1167,980.1
64.928,-15.777,980.3
66.544,-18.017,979.2
65.686,-18.1,978.8
63.78,-18.06,978.6
65.658,-20.293,978.3
63.436,-20.276,976.7
63.86,-21.15,976.5
64.15,-21.85,976.2
63.975,-22.588,975.8
65.074,-22.734,976.4
66.161,-23.253,976.9
64.9,-23.933,975.9
